iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__learning_rate,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__n_estimators,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
0,68,0.09502959251403809,0.0007036030993103476,0.0021293163299560547,6.632901711377449e-05,0.075,7,100,190,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 190, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.10098671913146973,0.0006943491176222651,0.0022197961807250977,1.8468208468055674e-05,0.075,7,100,200,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 200, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.09982675313949585,0.0015513398660099713,0.002301037311553955,0.0002973200788207099,0.075,7,100,200,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 200, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.09967595338821411,0.000888828993583534,0.0022341012954711914,0.00012386143490794368,0.075,7,100,200,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 200, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.09791326522827148,0.0012203138515862954,0.002238452434539795,0.0001700623509483359,0.075,7,100,200,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 200, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.11115461587905884,0.0006333039339685085,0.0021142959594726562,8.1330444970852e-05,0.075,7,100,225,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 225, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.11252617835998535,0.0020410280782042003,0.002241849899291992,0.00014772363983395646,0.075,7,100,225,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 225, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.11107224225997925,0.002126072873802862,0.002202332019805908,0.0001278211983433038,0.075,7,100,225,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 225, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.1112709641456604,0.0015294773112006304,0.002286076545715332,0.00014943125762406005,0.075,7,100,225,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 225, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12338173389434814,0.0005746888211118777,0.002205491065979004,0.00011978445772662726,0.075,7,100,250,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 250, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12217670679092407,0.0008454004846085,0.0021668076515197754,0.00010503676215081001,0.075,7,100,250,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 250, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12401694059371948,0.0008979023383458708,0.002161741256713867,6.567836862606064e-05,0.075,7,100,250,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 250, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12388134002685547,0.002183347971158086,0.0022246241569519043,8.045459150401441e-05,0.075,7,100,250,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 250, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.13867080211639404,0.0029349549889784057,0.002270340919494629,0.0001270131765361713,0.075,7,100,275,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 275, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.138708233833313,0.0023199708563496667,0.002344667911529541,0.00024255012215104155,0.075,7,100,275,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 275, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.13779091835021973,0.0016922115603999032,0.002427339553833008,0.00011573607482434193,0.075,7,100,275,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 275, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.13591063022613525,0.0014027258224346298,0.0021855831146240234,0.0001010347782902115,0.075,7,100,275,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 100, 'clf__n_estimators': 275, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.09548938274383545,0.0020712528983291337,0.002392113208770752,0.0002406204812548803,0.075,7,125,190,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 190, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.09600698947906494,0.0026457028187883867,0.0021805167198181152,8.759934263837072e-05,0.075,7,125,190,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 190, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.0959177017211914,0.002004120042254499,0.0023512840270996094,0.00023402529406994551,0.075,7,125,190,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 190, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.09814149141311646,0.003808794511345144,0.0022229552268981934,0.00012291690309189517,0.075,7,125,190,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 190, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.10012060403823853,0.0007843126483222995,0.0021533966064453125,0.0001173192637531074,0.075,7,125,200,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 200, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.10234785079956055,0.001697913842674535,0.0022450685501098633,0.0001563609226920551,0.075,7,125,200,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 200, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.10388082265853882,0.0007798925803343622,0.0024625062942504883,0.00011654675907796328,0.075,7,125,200,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 200, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.10360634326934814,0.0030643438223122953,0.002192258834838867,7.558827835772348e-05,0.075,7,125,200,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 200, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.11309784650802612,0.0011680417502885334,0.0022217631340026855,4.672042318297282e-05,0.075,7,125,225,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 225, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.11410742998123169,0.00199924675404928,0.0023019909858703613,0.00010192294915033048,0.075,7,125,225,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 225, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.1159052848815918,0.002168828154288458,0.002339959144592285,7.575438487028906e-05,0.075,7,125,225,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 225, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.1125975251197815,0.001489096811474208,0.0022594332695007324,8.469857773505421e-05,0.075,7,125,225,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 225, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12569648027420044,0.0013848955460214491,0.0022219419479370117,5.5006659173200705e-05,0.075,7,125,250,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 250, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12479579448699951,0.0011440251930581347,0.002232670783996582,0.0001255606609909368,0.075,7,125,250,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 250, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12549155950546265,0.002558440652351993,0.002222418785095215,5.273485367176082e-05,0.075,7,125,250,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 250, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12695002555847168,0.002859260627255472,0.0022162199020385742,0.00015649655509719832,0.075,7,125,250,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 250, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.14246350526809692,0.0015506701621764828,0.0024384260177612305,0.00021799585409692674,0.075,7,125,275,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 275, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.14048641920089722,0.002608487958675557,0.0023894906044006348,0.00010000194034714876,0.075,7,125,275,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 275, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.13856995105743408,0.001329144324377352,0.0024183988571166992,0.00013124000764973363,0.075,7,125,275,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 275, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.13827258348464966,0.0017716382516399383,0.0023155808448791504,8.264022249337155e-05,0.075,7,125,275,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 125, 'clf__n_estimators': 275, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.09511667490005493,0.0005700815914755062,0.0022376179695129395,8.872989744510882e-05,0.075,7,150,190,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 190, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.09718954563140869,0.001566450512776062,0.0022428035736083984,9.901879805034376e-05,0.075,7,150,190,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 190, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.0960511565208435,0.0014599826532170758,0.0022510290145874023,5.229756504219382e-05,0.075,7,150,190,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 190, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.09711617231369019,0.00382044244572933,0.0023074746131896973,0.00018531415727162005,0.075,7,150,190,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 190, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.10169488191604614,0.0012957728154591888,0.0023480653762817383,0.0001623286075577756,0.075,7,150,200,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 200, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.1022534966468811,0.0006337890863159914,0.002277076244354248,0.00011472002096360344,0.075,7,150,200,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 200, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.10249608755111694,0.0017367411960984844,0.0022801756858825684,4.951546223600672e-05,0.075,7,150,200,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 200, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.10098505020141602,0.001200437889080131,0.0022627711296081543,0.00011971620724541014,0.075,7,150,200,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 200, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.11216545104980469,0.0018949377503322705,0.0022065043449401855,0.0001519861290362095,0.075,7,150,225,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 225, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.11267906427383423,0.0015876173809279141,0.0021663308143615723,5.8514975988470146e-05,0.075,7,150,225,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 225, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.11364197731018066,0.0011045101515510614,0.0022125244140625,0.00010563503692576927,0.075,7,150,225,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 225, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.11445015668869019,0.00199853577453677,0.002326786518096924,0.00010214231129093242,0.075,7,150,225,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 225, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12530559301376343,0.0010251183168954125,0.0022642016410827637,4.40443641525659e-05,0.075,7,150,250,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 250, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12477678060531616,0.000950864129046059,0.0023518800735473633,0.00010432529308233341,0.075,7,150,250,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 250, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12422716617584229,0.001054417069391145,0.0022031664848327637,7.351403567485645e-05,0.075,7,150,250,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 250, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12879836559295654,0.003601089611190418,0.002416551113128662,6.201183712868615e-05,0.075,7,150,250,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 250, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.13647937774658203,0.001254607054785629,0.00221937894821167,4.851960870155457e-05,0.075,7,150,275,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 275, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.13926279544830322,0.0034190703790465196,0.0023418664932250977,0.0001565270630008084,0.075,7,150,275,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 275, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.13639789819717407,0.001001969408758211,0.0022191405296325684,9.616494133700342e-05,0.075,7,150,275,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 275, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.13728833198547363,0.0019129887502832366,0.0022878050804138184,9.385524974834924e-05,0.075,7,150,275,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 7, 'clf__min_samples_leaf': 150, 'clf__n_estimators': 275, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.09574276208877563,0.0014203954719975364,0.0022104382514953613,3.2862598061749434e-05,0.075,8,50,190,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 190, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.09674310684204102,0.0036284733957015506,0.0026655197143554688,0.0007262581355257245,0.075,8,50,190,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 190, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.09632772207260132,0.0027315164945405073,0.0022734999656677246,0.00016486824678375568,0.075,8,50,190,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 190, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.09376287460327148,0.0003565450408362542,0.0022539496421813965,3.5446426715973875e-05,0.075,8,50,190,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 190, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.09941154718399048,0.002376992456870532,0.0022997260093688965,0.00020950871544295942,0.075,8,50,200,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 200, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.10129344463348389,0.0031381111326623658,0.002257049083709717,5.395254278414247e-05,0.075,8,50,200,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 200, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.0987170934677124,0.0013579112381848534,0.0022109150886535645,0.000169972748220312,0.075,8,50,200,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 200, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.10028886795043945,0.0007710681145601637,0.002091646194458008,3.829829184930915e-05,0.075,8,50,200,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 200, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.11085265874862671,0.0013588778383285746,0.0021733641624450684,6.0053890710547896e-05,0.075,8,50,225,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 225, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.11206412315368652,0.001595526051629719,0.0020884275436401367,5.208354678523915e-05,0.075,8,50,225,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 225, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.1121094822883606,0.002274404194098766,0.0020676255226135254,6.807056593403496e-05,0.075,8,50,225,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 225, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.11187708377838135,0.0005871153845214541,0.0021810531616210938,4.334794661310153e-05,0.075,8,50,225,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 225, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.1241796612739563,0.0030300322423566545,0.002184152603149414,0.00015549507289514767,0.075,8,50,250,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 250, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12496805191040039,0.0010674664776162094,0.0021113157272338867,0.00010186257662179554,0.075,8,50,250,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 250, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12414288520812988,0.0009399634263281624,0.0022171735763549805,5.1666054238331955e-05,0.075,8,50,250,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 250, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.12288212776184082,0.0009968509884710612,0.0021083950996398926,8.398247915643955e-05,0.075,8,50,250,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 250, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.13712280988693237,0.001740872535473052,0.0022196173667907715,0.00018260936216770094,0.075,8,50,275,22,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 275, 'pca__n_components': 22}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.13898605108261108,0.002898144684694265,0.0025937557220458984,0.0005606568138857313,0.075,8,50,275,20,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 275, 'pca__n_components': 20}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.13938254117965698,0.004260333343105385,0.002330780029296875,0.00015451538210707044,0.075,8,50,275,18,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 275, 'pca__n_components': 18}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
0,68,0.1363997459411621,0.0007276147945227288,0.0022410154342651367,0.00011148681946235036,0.075,8,50,275,16,"{'clf__learning_rate': 0.075, 'clf__max_depth': 8, 'clf__min_samples_leaf': 50, 'clf__n_estimators': 275, 'pca__n_components': 16}",0.5,0.5,0.5,0.5,0.5,0.0,371,0.5,0.5,0.5,0.5,0.5,0.0
