epoch,accuracy,loss,val_accuracy,val_loss
0,0.4333721101284027,0.7293708324432373,0.0,0.7454274892807007
1,0.584094762802124,0.6779171824455261,0.0,0.8268309235572815
2,0.6212592124938965,0.6598291993141174,0.0,0.8969373106956482
3,0.6247953176498413,0.6416037082672119,0.0,0.8941670656204224
4,0.6282601952552795,0.6232444643974304,0.0,0.8789442777633667
5,0.633030354976654,0.6043968200683594,0.02952064573764801,0.8597086071968079
6,0.6458219885826111,0.5884116888046265,0.38291409611701965,0.8382569551467896
7,0.6664689183235168,0.5745275616645813,0.6561936140060425,0.8277915716171265
8,0.695540726184845,0.5648504495620728,0.7387754917144775,0.802282452583313
9,0.7132449150085449,0.5556279420852661,0.7662078738212585,0.7643840909004211
10,0.7258940935134888,0.5445420145988464,0.7634551525115967,0.7219166159629822
11,0.7333934307098389,0.5350821614265442,0.7515899538993835,0.687242329120636
12,0.7390179634094238,0.5256379246711731,0.7525391578674316,0.6481074690818787
13,0.7485820055007935,0.517322301864624,0.7511153221130371,0.6252917051315308
14,0.7515959739685059,0.5114036202430725,0.7626957893371582,0.5991171598434448
15,0.7551558017730713,0.5045499205589294,0.7687707543373108,0.5843446850776672
16,0.760353147983551,0.49686944484710693,0.7690555453300476,0.5840651988983154
17,0.7642214894294739,0.49486562609672546,0.7775035500526428,0.5589296817779541
18,0.765431821346283,0.488876074552536,0.7699097990989685,0.5582219958305359
19,0.7682559490203857,0.48612910509109497,0.7799715399742126,0.5413965582847595
20,0.7735481858253479,0.4814172089099884,0.779117226600647,0.5411966443061829
21,0.77530437707901,0.4761178493499756,0.7873753905296326,0.520620584487915
22,0.7753280997276306,0.4737054109573364,0.7798765897750854,0.5306410789489746
23,0.781213641166687,0.4703425467014313,0.7907925844192505,0.5100321769714355
24,0.7791727185249329,0.47078925371170044,0.77759850025177,0.5196602940559387
25,0.7843937873840332,0.4641966223716736,0.7852871417999268,0.5065288543701172
26,0.784464955329895,0.4640711545944214,0.7869957089424133,0.5036391019821167
27,0.7866008281707764,0.4596419334411621,0.7931656241416931,0.49469679594039917
28,0.786292314529419,0.4601037800312042,0.7896535396575928,0.501275360584259
29,0.7871229648590088,0.4585592746734619,0.7895585894584656,0.4971318244934082
30,0.790587842464447,0.45516782999038696,0.7890840172767639,0.4933616518974304
31,0.7891401648521423,0.4552915394306183,0.7902230620384216,0.49179962277412415
32,0.7909913063049316,0.45245105028152466,0.7852871417999268,0.4916839599609375
33,0.790967583656311,0.44854673743247986,0.7919316291809082,0.479166716337204
34,0.7950969338417053,0.44641539454460144,0.7848125100135803,0.48664426803588867
35,0.7966395616531372,0.444785475730896,0.7885144948959351,0.4775109887123108
36,0.798538088798523,0.44334250688552856,0.7862363457679749,0.47651150822639465
37,0.7970192432403564,0.44184839725494385,0.7862363457679749,0.47270986437797546
38,0.7982532978057861,0.44139784574508667,0.7867109775543213,0.47525107860565186
39,0.798870325088501,0.4402998387813568,0.7888941764831543,0.4700479805469513
40,0.7984431982040405,0.43768370151519775,0.7850973010063171,0.47356903553009033
41,0.8005316257476807,0.4383522570133209,0.7887043356895447,0.46524494886398315
42,0.7988228797912598,0.4377647042274475,0.7862363457679749,0.47027426958084106
43,0.8011960983276367,0.43666478991508484,0.7883246541023254,0.46152839064598083
44,0.8010774254798889,0.43349510431289673,0.7831039428710938,0.4664266109466553
45,0.8010774254798889,0.4337594211101532,0.7847176194190979,0.4608914256095886
46,0.8038066029548645,0.4328552186489105,0.783483624458313,0.4653414487838745
47,0.8049220442771912,0.4310479760169983,0.7892738580703735,0.4561488628387451
48,0.8047796487808228,0.42985302209854126,0.7860465049743652,0.4555031359195709
49,0.8045660853385925,0.42982473969459534,0.7884195446968079,0.4529015123844147
50,0.8043287396430969,0.4280166029930115,0.7831039428710938,0.46442317962646484
51,0.8043287396430969,0.4300767183303833,0.7923113703727722,0.44777292013168335
52,0.8039727807044983,0.42965593934059143,0.7858566641807556,0.45560112595558167
53,0.8083869218826294,0.42395448684692383,0.7926910519599915,0.44317755103111267
54,0.8067019581794739,0.42494043707847595,0.7848125100135803,0.45084279775619507
55,0.8074851036071777,0.42447492480278015,0.7830089926719666,0.44867485761642456
56,0.8092412948608398,0.42203325033187866,0.7862363457679749,0.44570618867874146
57,0.8079597353935242,0.4242419898509979,0.7859516143798828,0.4434452950954437
58,0.808244526386261,0.4230695366859436,0.7920265793800354,0.43595534563064575
59,0.808576762676239,0.4214062988758087,0.7902230620384216,0.444667786359787
60,0.8081021308898926,0.42251691222190857,0.7890840172767639,0.4472339153289795
61,0.8086717128753662,0.42217114567756653,0.7936402559280396,0.4391571581363678
62,0.8108788132667542,0.4183826148509979,0.7898433804512024,0.43977153301239014
63,0.809288740158081,0.42102837562561035,0.7913621068000793,0.434347927570343
64,0.8110212087631226,0.4185425341129303,0.7931656241416931,0.4353053867816925
65,0.8110686540603638,0.41873493790626526,0.7957285046577454,0.43648868799209595
66,0.8117094039916992,0.4176937937736511,0.7953488230705261,0.4382760226726532
67,0.8110212087631226,0.4185291826725006,0.7997152209281921,0.4282887876033783
68,0.8090276718139648,0.41780370473861694,0.7943046689033508,0.43989241123199463
69,0.8120654225349426,0.4160041809082031,0.8008542656898499,0.42792853713035583
70,0.8120179176330566,0.4164588749408722,0.8013288974761963,0.4287969470024109
71,0.812160313129425,0.41564467549324036,0.8001898527145386,0.43150463700294495
72,0.8137029409408569,0.41335606575012207,0.7990508079528809,0.43421411514282227
73,0.8134418725967407,0.41409698128700256,0.8064546585083008,0.4242912828922272
74,0.8144148588180542,0.4129686951637268,0.7998101711273193,0.4282335340976715
75,0.8144148588180542,0.41120633482933044,0.8066444993019104,0.42052161693573
76,0.8138453364372253,0.4132460653781891,0.8035120964050293,0.42875316739082336
77,0.8132994771003723,0.41206711530685425,0.8082581758499146,0.42394140362739563
78,0.8141301274299622,0.41297799348831177,0.8092073798179626,0.42450109124183655
79,0.8137503862380981,0.41103294491767883,0.8066444993019104,0.42824503779411316
80,0.8163371682167053,0.4109254479408264,0.8145230412483215,0.4130275249481201
81,0.8159574866294861,0.4098948836326599,0.8071191310882568,0.42227527499198914
