epoch,accuracy,loss,val_accuracy,val_loss
0,0.5957487225532532,0.6819583773612976,0.0,0.7779927253723145
1,0.6179066300392151,0.6670770049095154,0.0,0.8067854046821594
2,0.6218447685241699,0.6598676443099976,0.0,0.8299024105072021
3,0.6254270076751709,0.6476343870162964,0.0012336306972429156,0.8720681071281433
4,0.632733941078186,0.6265891790390015,0.4153539538383484,0.8189895153045654
5,0.655010461807251,0.5954863429069519,0.7393243312835693,0.7574217915534973
6,0.6871797442436218,0.5686598420143127,0.8049914836883545,0.712009608745575
7,0.7116150856018066,0.5520792603492737,0.786392092704773,0.7076823711395264
8,0.7197760343551636,0.5425676703453064,0.7640918493270874,0.7005134224891663
9,0.7292417883872986,0.5347790718078613,0.7585879564285278,0.6760429739952087
10,0.7374264597892761,0.5258865356445312,0.7654203772544861,0.6433740854263306
11,0.7451128959655762,0.5174676775932312,0.7584930658340454,0.6352049112319946
12,0.749762773513794,0.5105495452880859,0.7663693428039551,0.6082286834716797
13,0.7532975673675537,0.5067367553710938,0.780793309211731,0.5735108256340027
14,0.75827956199646,0.4985926151275635,0.7694059610366821,0.584469199180603
15,0.7607705593109131,0.4951477348804474,0.7783260345458984,0.5559075474739075
16,0.7666302919387817,0.4877529442310333,0.7769975066184998,0.5572996735572815
17,0.7686942219734192,0.4829949140548706,0.7696906328201294,0.5582304000854492
18,0.7720630168914795,0.4765768051147461,0.7860125303268433,0.5155919194221497
19,0.7760723233222961,0.4748014211654663,0.7800341844558716,0.5121888518333435
20,0.7775194644927979,0.4704935550689697,0.7725374698638916,0.5267107486724854
21,0.7796545624732971,0.4653555154800415,0.7957866787910461,0.4877335727214813
22,0.7820269465446472,0.4623672664165497,0.775194525718689,0.5091764330863953
23,0.7846840023994446,0.4573947489261627,0.7914215326309204,0.47842535376548767
24,0.7870801091194153,0.45570823550224304,0.7754791975021362,0.5070478320121765
25,0.7873410582542419,0.4528198838233948,0.7947428226470947,0.4798871576786041
26,0.7900455594062805,0.44847628474235535,0.7914215326309204,0.48173457384109497
27,0.7915875911712646,0.44521862268447876,0.7937939167022705,0.46837714314460754
28,0.7930110096931458,0.4448266327381134,0.7927500605583191,0.4649341106414795
29,0.7926551699638367,0.44025614857673645,0.7829759120941162,0.47377854585647583
30,0.7965458631515503,0.4407200813293457,0.8005313873291016,0.4431381821632385
31,0.7952647805213928,0.43691644072532654,0.7930347323417664,0.4563356637954712
32,0.8000569343566895,0.4349147081375122,0.789713442325592,0.463600754737854
33,0.7996299266815186,0.4344131350517273,0.7938888072967529,0.45780593156814575
34,0.8017413020133972,0.4304409623146057,0.7935091853141785,0.4499833285808563
35,0.8004602193832397,0.43009886145591736,0.7966407537460327,0.44018319249153137
36,0.8020022511482239,0.4288131892681122,0.785727858543396,0.455905020236969
37,0.8040187954902649,0.42594730854034424,0.7981590628623962,0.4376872479915619
38,0.8025479316711426,0.4279094338417053,0.8036629557609558,0.43214789032936096
39,0.8045406937599182,0.42459484934806824,0.800911009311676,0.441523939371109
40,0.8054896593093872,0.4225286841392517,0.7987284064292908,0.4406140148639679
41,0.806272566318512,0.42214062809944153,0.7937939167022705,0.4450056254863739
42,0.8062962889671326,0.4211649000644684,0.8019548058509827,0.43426579236984253
43,0.8056557178497314,0.42263931035995483,0.8018599152565002,0.4315420687198639
44,0.8080755472183228,0.4188459813594818,0.7898083329200745,0.45151638984680176
45,0.8089295625686646,0.4186899960041046,0.8054659366607666,0.424173504114151
46,0.8102818131446838,0.41696253418922424,0.7879104018211365,0.45309069752693176
47,0.8086448907852173,0.41653892397880554,0.795312225818634,0.43085014820098877
48,0.8098785281181335,0.41487595438957214,0.7860125303268433,0.44002392888069153
49,0.8117289543151855,0.41206789016723633,0.7958815693855286,0.4214276373386383
50,0.8101394772529602,0.4124889671802521,0.7849686741828918,0.4387505054473877
51,0.8110172748565674,0.4121038615703583,0.789713442325592,0.4340642988681793
52,0.8118001222610474,0.413600355386734,0.7921806573867798,0.4333585500717163
53,0.8119425177574158,0.41070666909217834,0.801575243473053,0.41627731919288635
54,0.8120611310005188,0.41255688667297363,0.7862023115158081,0.4472541809082031
55,0.8109698295593262,0.41151365637779236,0.8016701340675354,0.41934773325920105
56,0.8131998777389526,0.4092870056629181,0.7922755479812622,0.42617014050483704
57,0.812772810459137,0.40758028626441956,0.7875308394432068,0.4295623004436493
58,0.8155959248542786,0.4080830216407776,0.7918959856033325,0.42854273319244385
59,0.814789354801178,0.40727418661117554,0.7952173352241516,0.4241724908351898
60,0.8151451945304871,0.40589383244514465,0.7955020070075989,0.4244147837162018
61,0.8145520687103271,0.40577617287635803,0.7825013995170593,0.4423336386680603
62,0.8148605227470398,0.40356871485710144,0.7993927001953125,0.41088321805000305
63,0.8142199516296387,0.40711110830307007,0.7862972021102905,0.42931997776031494
64,0.8178971409797668,0.40390440821647644,0.7920857667922974,0.42851710319519043
65,0.8167821168899536,0.40487679839134216,0.7938888072967529,0.42561864852905273
66,0.8152638077735901,0.4028942584991455,0.7994875907897949,0.4207328259944916
67,0.816758394241333,0.4027852416038513,0.7891440391540527,0.43624347448349
68,0.816094160079956,0.40410953760147095,0.8029986619949341,0.41658100485801697
69,0.8161416053771973,0.40265995264053345,0.7980641722679138,0.41990649700164795
70,0.8167109489440918,0.4021624028682709,0.7912317514419556,0.43139809370040894
71,0.816094160079956,0.4028167426586151,0.7991079688072205,0.41815903782844543
72,0.8201509118080139,0.4007924795150757,0.7963560223579407,0.41930797696113586
73,0.8174938559532166,0.4022287428379059,0.7964509129524231,0.4236317574977875
74,0.8165686130523682,0.40046703815460205,0.8020496964454651,0.4131442606449127
